"ESO category","Commons Category"
"Milky Way : Sky Phenomenon : Night Sky","Night sky"
"Milky Way : Sky Phenomenon : Night Sky : Constellation","Constellations"
"Milky Way : Sky Phenomenon : Night Sky : Asterism","Asterisms (astronomy)"
"Milky Way : Sky Phenomenon : Night Sky : Milky Way","Milky Way Galaxy"
"Milky Way : Sky Phenomenon : Night Sky : Trail","Light trails"
"Milky Way : Sky Phenomenon : Night Sky : Trail : Meteor","Meteor trails"
"Milky Way : Sky Phenomenon : Night Sky : Trail : Star","Star trails"
"Milky Way : Sky Phenomenon : Night Sky : Trail : Satellite","Satellite trails"
"Milky Way : Sky Phenomenon : Night Sky : Zodiacal Light","Zodiacal light"
"Milky Way : Sky Phenomenon : Night Sky : Zodiacal Light : Gegenschein","Gegenschein"
"Milky Way : Sky Phenomenon : Night Sky : Night glow","Skyglow"
"Milky Way : Sky Phenomenon : Eclipse","Eclipse"
"Milky Way : Sky Phenomenon : Eclipse : Solar","Solar eclipses"
"Milky Way : Sky Phenomenon : Eclipse : Solar : Total","Solar eclipses"
"Milky Way : Sky Phenomenon : Eclipse : Solar : Partial","Solar eclipses"
"Milky Way : Sky Phenomenon : Eclipse : Solar : Annular","Solar eclipses"
"Milky Way : Sky Phenomenon : Eclipse : Lunar","Lunar eclipses"
"Milky Way : Sky Phenomenon : Eclipse : Lunar : Total","Lunar eclipses"
"Milky Way : Sky Phenomenon : Eclipse : Lunar : Partial","Lunar eclipses"
"Milky Way : Sky Phenomenon : Eclipse : Lunar : Penumbral","Lunar eclipses"
"Milky Way : Sky Phenomenon : Eclipse : Occultation","Occultation"
"Milky Way : Sky Phenomenon : Eclipse : Transit","Astronomical transits"
"Milky Way : Sky Phenomenon : Light Phenomenon","Atmospheric optical phenomena"
"Milky Way : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset","Sunsets and sunrises"
"Milky Way : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset : Green flash","Green flash phenomena"
"Milky Way : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset : Refractive Distortion","Atmospheric seeing"
"Milky Way : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset : Sun Pillar","Sun pillars"
"Milky Way : Sky Phenomenon : Light Phenomenon : Cloud","Clouds"
"Milky Way : Sky Phenomenon : Light Phenomenon : Cloud : Iridescent","Iridescent clouds"
"Milky Way : Sky Phenomenon : Light Phenomenon : Cloud : Noctilucent","Noctilucent clouds"
"Milky Way : Sky Phenomenon : Light Phenomenon : Cloud : Nacreous","Polar stratospheric clouds"
"Milky Way : Sky Phenomenon : Light Phenomenon : Cloud : Corona","Corona"
"Milky Way : Sky Phenomenon : Light Phenomenon : Cloud : Glory","Glories"
"Milky Way : Sky Phenomenon : Light Phenomenon : Rainbow","Rainbows"
"Milky Way : Sky Phenomenon : Light Phenomenon : Rainbow : Moonbow","Moonbows"
"Milky Way : Sky Phenomenon : Light Phenomenon : Rainbow : Fogbow","Fogbow"
"Milky Way : Sky Phenomenon : Light Phenomenon : Halo","Halo phenomena"
"Milky Way : Sky Phenomenon : Light Phenomenon : Halo : Circle","Halo phenomena"
"Milky Way : Sky Phenomenon : Light Phenomenon : Halo : Parhelia","Parhelia"
"Milky Way : Sky Phenomenon : Light Phenomenon : Halo : Arc","Halo phenomena"
"Milky Way : Sky Phenomenon : Light Phenomenon : Ray-Shadow","Shadows (atmospheric optics)"
"Milky Way : Sky Phenomenon : Light Phenomenon : Ray-Shadow : Crepuscular ray","Crepuscular rays"
"Milky Way : Sky Phenomenon : Light Phenomenon : Ray-Shadow : Anti-crepuscular ray","Anticrepuscular rays"
"Milky Way : Sky Phenomenon : Light Phenomenon : Ray-Shadow : Earth shadow","Earth's shadow"
"Milky Way : Sky Phenomenon : Light Phenomenon : Lightning","Lightning"
"Milky Way : Sky Phenomenon : Light Phenomenon : Aurora","Polar aurora"
"Milky Way : Technology","Scientific equipment"
"Milky Way : Technology : Observatory","Observatories"
"Milky Way : Technology : Observatory : Facility","Astronomical observatories"
"Milky Way : Technology : Observatory : Telescope","Telescopes"
"Milky Way : Technology : Observatory : Instrument","Astronomical instruments"
"Milky Way : Technology : Observatory : Detector","Astronomical instruments"
"Milky Way : Technology : Spacecraft","Spacecraft"
"Milky Way : Technology : Spacecraft : Orbiter","Orbiters (spacecraft)"
"Milky Way : Technology : Spacecraft : Probe","Space probes"
"Milky Way : Technology : Spacecraft : Lander","Landers (spacecraft)"
"Milky Way : Technology : Spacecraft : Manned","Manned spacecraft"
"Milky Way : Technology : Spacecraft : Launch Vehicle","Space launch vehicles"
"Milky Way : People","People"
"Milky Way : People : Scientist","Scientists"
"Milky Way : People : Astronaut","Astronauts"
"Milky Way : People : Other/General","People"
"Local Universe","Universe"
"Local Universe : Planet","Planets"
"Local Universe : Planet : Type : Terrestrial","Terrestrial Planet"
"Local Universe : Planet : Type : Gas Giant","Gas giants"
"Local Universe : Planet : Feature : Surface","Surface features of astronomical bodies"
"Local Universe : Planet : Feature : Surface : Mountain","Extraterrestrial mountains"
"Local Universe : Planet : Feature : Surface : Canyon","Extraterrestrial valleys and canyons"
"Local Universe : Planet : Feature : Surface : Volcanic","Extraterrestrial volcanoes"
"Local Universe : Planet : Feature : Surface : Impact","Impact craters"
"Local Universe : Planet : Feature : Surface : Erosion","Erosion"
"Local Universe : Planet : Feature : Surface : Liquid","Liquid"
"Local Universe : Planet : Feature : Surface : Ice","Ice"
"Local Universe : Planet : Feature : Atmosphere","Planetary atmospheres"
"Local Universe : Planet : Feature : Atmosphere : Cloud","Clouds"
"Local Universe : Planet : Feature : Atmosphere : Storm","Storms"
"Local Universe : Planet : Feature : Atmosphere : Aurora","Polar aurora"
"Local Universe : Planet : Special Cases : Transiting","Astronomical transits"
"Local Universe : Planet : Special Cases : Hot Jupiter","Hot Jupiters"
"Local Universe : Planet : Special Cases : Pulsar planet","Pulsar planets"
"Local Universe : Planet : Satellite","Natural satellites"
"Local Universe : Planet : Satellite : Feature : Surface","Surface features of moons"
"Local Universe : Planet : Satellite : Feature : Surface : Mountain","Extraterrestrial mountains"
"Local Universe : Planet : Satellite : Feature : Surface : Canyon","Extraterrestrial valleys and canyons"
"Local Universe : Planet : Satellite : Feature : Surface : Volcanic","Extraterrestrial volcanoes"
"Local Universe : Planet : Satellite : Feature : Surface : Impact","Impact craters on moons"
"Local Universe : Planet : Satellite : Feature : Surface : Erosion","Erosion"
"Local Universe : Planet : Satellite : Feature : Surface : Liquid","Liquid"
"Local Universe : Planet : Satellite : Feature : Surface : Ice","Ice"
"Local Universe : Planet : Satellite : Feature : Atmosphere","Planetary atmospheres"
"Local Universe : Planet : Ring","Planetary rings"
"Local Universe : Interplanetary Body","Astronomical objects"
"Local Universe : Interplanetary Body : Dwarf planet","Planets"
"Local Universe : Interplanetary Body : Comet","Comets"
"Local Universe : Interplanetary Body : Comet : Nucleus","Cometary nuclei"
"Local Universe : Interplanetary Body : Comet : Coma","Coma (cometary)"
"Local Universe : Interplanetary Body : Comet : Tail","Comet tail"
"Local Universe : Interplanetary Body : Comet : Tail : Dust","Comet tail"
"Local Universe : Interplanetary Body : Comet : Tail : Gas","Comet tail"
"Local Universe : Interplanetary Body : Asteroid","Asteroids"
"Local Universe : Interplanetary Body : Meteoroid","Meteoroids"
"Local Universe : Star","Stars"
"Local Universe : Star : Evolutionary Stage : Protostar","Protostars"
"Local Universe : Star : Evolutionary Stage : Young Stellar Object","Young stellar objects"
"Local Universe : Star : Evolutionary Stage : Main Sequence","Main sequence stars"
"Local Universe : Star : Evolutionary Stage : Red Giant","Red giants"
"Local Universe : Star : Evolutionary Stage : Red Supergiant","Red supergiants"
"Local Universe : Star : Evolutionary Stage : Blue Supergiant","Blue supergiants"
"Local Universe : Star : Evolutionary Stage : White Dwarf","White dwarfs"
"Local Universe : Star : Evolutionary Stage : Supernova","Supernovae"
"Local Universe : Star : Evolutionary Stage : Neutron Star","Neutron stars"
"Local Universe : Star : Evolutionary Stage : Neutron Star : Pulsar","Pulsars"
"Local Universe : Star : Evolutionary Stage : Neutron Star : Magnetar","Magnetars"
"Local Universe : Star : Evolutionary Stage : Black Hole","Black holes"
"Local Universe : Star : Type : Variable","Variable stars"
"Local Universe : Star : Type : Variable : Pulsating","Pulsating variable stars"
"Local Universe : Star : Type : Variable : Irregular","Variable stars"
"Local Universe : Star : Type : Variable : Eclipsing","Eclipsing binary stars"
"Local Universe : Star : Type : Variable : Flare Star","Flare stars"
"Local Universe : Star : Type : Variable : Nova","Novae"
"Local Universe : Star : Type : Variable : X-Ray Binary (Star)","Variable stars"
"Local Universe : Star : Type : Carbon","C stars"
"Local Universe : Star : Type : Brown Dwarf","Brown dwarfs"
"Local Universe : Star : Type : Wolf-Rayet","Wolf-Rayet stars"
"Local Universe : Star : Type : Blue Straggler","Blue stragglers"
"Local Universe : Star : Type : Exotic","Exotic stars"
"Local Universe : Star : Type : Exotic : X-Ray Binary","Exotic stars"
"Local Universe : Star : Spectral Type : O","O stars"
"Local Universe : Star : Spectral Type : B","B stars"
"Local Universe : Star : Spectral Type : A","A stars"
"Local Universe : Star : Spectral Type : F","F stars"
"Local Universe : Star : Spectral Type : G","G stars"
"Local Universe : Star : Spectral Type : K","K stars"
"Local Universe : Star : Spectral Type : M","M stars"
"Local Universe : Star : Spectral Type : L","L stars"
"Local Universe : Star : Spectral Type : T","T stars"
"Local Universe : Star : Population : I","Stellar populations"
"Local Universe : Star : Population : II","Stellar populations"
"Local Universe : Star : Population : III","Stellar populations"
"Local Universe : Star : Feature : Photosphere","Photosphere"
"Local Universe : Star : Feature : Photosphere : Granulation","Granules (solar physics)"
"Local Universe : Star : Feature : Photosphere : Sunspot","Sunspots"
"Local Universe : Star : Feature : Chromosphere","Chromosphere"
"Local Universe : Star : Feature : Chromosphere : Flare","Solar flares"
"Local Universe : Star : Feature : Chromosphere : Facula","Solar faculae"
"Local Universe : Star : Feature : Corona","Solar corona"
"Local Universe : Star : Feature : Corona : Prominence","Prominence"
"Local Universe : Star : Grouping : Binary","Binary stars"
"Local Universe : Star : Grouping : Triple","Triple star systems"
"Local Universe : Star : Grouping : Multiple","Multiple star systems"
"Local Universe : Star : Grouping : Cluster","Star clusters"
"Local Universe : Star : Grouping : Cluster : Open","Open clusters"
"Local Universe : Star : Grouping : Cluster : Globular","Globular clusters"
"Local Universe : Star : Circumstellar Material","Circumstellar envelope"
"Local Universe : Star : Circumstellar Material : Planetary System","Planetary systems"
"Local Universe : Star : Circumstellar Material : Disk","Circumstellar discs"
"Local Universe : Star : Circumstellar Material : Disk : Protoplanetary","Protoplanetary disks"
"Local Universe : Star : Circumstellar Material : Disk : Accretion","Accretion disks"
"Local Universe : Star : Circumstellar Material : Disk : Debris","Debris disks"
"Local Universe : Star : Circumstellar Material : Outflow","Stellar outflow"
"Local Universe : Star : Circumstellar Material : Outflow : Solar Wind","Stellar wind"
"Local Universe : Star : Circumstellar Material : Outflow : Coronal Mass Ejection","Coronal mass ejection"
"Local Universe : Nebula","Nebulae"
"Local Universe : Nebula : Type : Interstellar Medium","Interstellar medium"
"Local Universe : Nebula : Type : Star Formation","Star formation"
"Local Universe : Nebula : Type : Planetary","Planetary nebulae"
"Local Universe : Nebula : Type : Supernova Remnant","Supernova remnants"
"Local Universe : Nebula : Type : Jet","Astrophysical jets"
"Local Universe : Nebula : Appearance : Emission","Emission nebulae"
"Local Universe : Nebula : Appearance : Emission : H II Region","H II regions"
"Local Universe : Nebula : Appearance : Reflection","Reflection nebulae"
"Local Universe : Nebula : Appearance : Reflection : Light Echo","Light echo"
"Local Universe : Nebula : Appearance : Dark","Dark nebulae"
"Local Universe : Nebula : Appearance : Dark : Molecular Cloud","Molecular clouds"
"Local Universe : Nebula : Appearance : Dark : Bok Globule","Bok globules"
"Local Universe : Nebula : Appearance : Dark : Proplyd","Proplyds"
"Local Universe : Galaxy","Galaxies"
"Local Universe : Galaxy : Type : Spiral","Spiral galaxies"
"Local Universe : Galaxy : Type : Barred","Barred spiral galaxies"
"Local Universe : Galaxy : Type : Lenticular","Lenticular galaxies"
"Local Universe : Galaxy : Type : Elliptical","Elliptical galaxies"
"Local Universe : Galaxy : Type : Ring","Ring galaxies"
"Local Universe : Galaxy : Type : Irregular","Irregular galaxies"
"Local Universe : Galaxy : Type : Interacting","Interacting galaxies"
"Local Universe : Galaxy : Type : Gravitationally Lensed","Gravitational lensing"
"Local Universe : Galaxy : Size : Giant","Galaxies"
"Local Universe : Galaxy : Size : Dwarf","Dwarf galaxies"
"Local Universe : Galaxy : Activity : Normal","Galaxies"
"Local Universe : Galaxy : Activity : AGN","Active galactic nuclei"
"Local Universe : Galaxy : Activity : AGN : Quasar","Quasars"
"Local Universe : Galaxy : Activity : AGN : Seyfert","Seyfert galaxies"
"Local Universe : Galaxy : Activity : AGN : Blazar","Blazars"
"Local Universe : Galaxy : Activity : AGN : Liner","LINERs"
"Local Universe : Galaxy : Activity : Starburst","Starburst galaxies"
"Local Universe : Galaxy : Activity : Ultraluminous","Ultraluminous X-ray source"
"Local Universe : Galaxy : Component : Bulge","Bulges"
"Local Universe : Galaxy : Component : Bar","Barred spiral galaxies"
"Local Universe : Galaxy : Component : Disk","Spiral galaxies"
"Local Universe : Galaxy : Component : Halo","Galactic halos"
"Local Universe : Galaxy : Component : Ring","Ring galaxies"
"Local Universe : Galaxy : Component : Central Black Hole","Black holes"
"Local Universe : Galaxy : Component : Spiral Arm","Spiral galaxies"
"Local Universe : Galaxy : Component : Dust Lane","Dust lanes"
"Local Universe : Galaxy : Component : Center/Core","Active galactic nuclei"
"Local Universe : Galaxy : Grouping : Pair","Galaxy groups"
"Local Universe : Galaxy : Grouping : Multiple","Galaxy groups"
"Local Universe : Galaxy : Grouping : Cluster","Galaxy clusters"
"Local Universe : Galaxy : Grouping : Supercluster","Superclusters of galaxies"
"Local Universe : Cosmology","Cosmology"
"Local Universe : Cosmology : Morphology : Deep Field","Deep fields"
"Local Universe : Cosmology : Morphology : Large-Scale Structure","Large-scale structure of the cosmos"
"Local Universe : Cosmology : Morphology : Cosmic Background","Cosmic microwave background"
"Local Universe : Cosmology : Phenomenon : Lensing","Gravitational lensing"
"Local Universe : Cosmology : Phenomenon : Gamma Ray Burst","Gamma ray bursts"
"Local Universe : Cosmology : Phenomenon : Dark Matter","Dark matter"
"Local Universe : Sky Phenomenon","Sky"
"Local Universe : Sky Phenomenon : Night Sky","Night sky"
"Local Universe : Sky Phenomenon : Night Sky : Constellation","Constellations"
"Local Universe : Sky Phenomenon : Night Sky : Asterism","Asterisms (astronomy)"
"Local Universe : Sky Phenomenon : Night Sky : Milky Way","Milky Way Galaxy"
"Local Universe : Sky Phenomenon : Night Sky : Trail","Light trails"
"Local Universe : Sky Phenomenon : Night Sky : Trail : Meteor","Meteor trails"
"Local Universe : Sky Phenomenon : Night Sky : Trail : Star","Star trails"
"Local Universe : Sky Phenomenon : Night Sky : Trail : Satellite","Satellite trails"
"Local Universe : Sky Phenomenon : Night Sky : Zodiacal Light","Zodiacal light"
"Local Universe : Sky Phenomenon : Night Sky : Zodiacal Light : Gegenschein","Gegenschein"
"Local Universe : Sky Phenomenon : Night Sky : Night glow","Skyglow"
"Local Universe : Sky Phenomenon : Eclipse","Eclipse"
"Local Universe : Sky Phenomenon : Eclipse : Solar","Solar eclipses"
"Local Universe : Sky Phenomenon : Eclipse : Solar : Total","Solar eclipses"
"Local Universe : Sky Phenomenon : Eclipse : Solar : Partial","Solar eclipses"
"Local Universe : Sky Phenomenon : Eclipse : Solar : Annular","Solar eclipses"
"Local Universe : Sky Phenomenon : Eclipse : Lunar","Lunar eclipses"
"Local Universe : Sky Phenomenon : Eclipse : Lunar : Total","Lunar eclipses"
"Local Universe : Sky Phenomenon : Eclipse : Lunar : Partial","Lunar eclipses"
"Local Universe : Sky Phenomenon : Eclipse : Lunar : Penumbral","Lunar eclipses"
"Local Universe : Sky Phenomenon : Eclipse : Occultation","Occultation"
"Local Universe : Sky Phenomenon : Eclipse : Transit","Astronomical transits"
"Local Universe : Sky Phenomenon : Light Phenomenon","Atmospheric optical phenomena"
"Local Universe : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset","Sunsets and sunrises"
"Local Universe : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset : Green flash","Green flash phenomena"
"Local Universe : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset : Refractive Distortion","Atmospheric seeing"
"Local Universe : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset : Sun Pillar","Sun pillars"
"Local Universe : Sky Phenomenon : Light Phenomenon : Cloud","Clouds"
"Local Universe : Sky Phenomenon : Light Phenomenon : Cloud : Iridescent","Iridescent clouds"
"Local Universe : Sky Phenomenon : Light Phenomenon : Cloud : Noctilucent","Noctilucent clouds"
"Local Universe : Sky Phenomenon : Light Phenomenon : Cloud : Nacreous","Polar stratospheric clouds"
"Local Universe : Sky Phenomenon : Light Phenomenon : Cloud : Corona","Corona"
"Local Universe : Sky Phenomenon : Light Phenomenon : Cloud : Glory","Glories"
"Local Universe : Sky Phenomenon : Light Phenomenon : Rainbow","Rainbows"
"Local Universe : Sky Phenomenon : Light Phenomenon : Rainbow : Moonbow","Moonbows"
"Local Universe : Sky Phenomenon : Light Phenomenon : Rainbow : Fogbow","Fogbow"
"Local Universe : Sky Phenomenon : Light Phenomenon : Halo","Halo phenomena"
"Local Universe : Sky Phenomenon : Light Phenomenon : Halo : Circle","Halo phenomena"
"Local Universe : Sky Phenomenon : Light Phenomenon : Halo : Parhelia","Parhelia"
"Local Universe : Sky Phenomenon : Light Phenomenon : Halo : Arc","Halo phenomena"
"Local Universe : Sky Phenomenon : Light Phenomenon : Ray-Shadow","Shadows (atmospheric optics)"
"Local Universe : Sky Phenomenon : Light Phenomenon : Ray-Shadow : Crepuscular ray","Crepuscular rays"
"Local Universe : Sky Phenomenon : Light Phenomenon : Ray-Shadow : Anti-crepuscular ray","Anticrepuscular rays"
"Local Universe : Sky Phenomenon : Light Phenomenon : Ray-Shadow : Earth shadow","Earth's shadow"
"Local Universe : Sky Phenomenon : Light Phenomenon : Lightning","Lightning"
"Local Universe : Sky Phenomenon : Light Phenomenon : Aurora","Polar aurora"
"Local Universe : Technology","Scientific equipment"
"Local Universe : Technology : Observatory","Observatories"
"Local Universe : Technology : Observatory : Facility","Astronomical observatories"
"Local Universe : Technology : Observatory : Telescope","Telescopes"
"Local Universe : Technology : Observatory : Instrument","Astronomical instruments"
"Local Universe : Technology : Observatory : Detector","Astronomical instruments"
"Local Universe : Technology : Spacecraft","Spacecraft"
"Local Universe : Technology : Spacecraft : Orbiter","Orbiters (spacecraft)"
"Local Universe : Technology : Spacecraft : Probe","Space probes"
"Local Universe : Technology : Spacecraft : Lander","Landers (spacecraft)"
"Local Universe : Technology : Spacecraft : Manned","Manned spacecraft"
"Local Universe : Technology : Spacecraft : Launch Vehicle","Space launch vehicles"
"Local Universe : People","People"
"Local Universe : People : Scientist","Scientists"
"Local Universe : People : Astronaut","Astronauts"
"Local Universe : People : Other/General","People"
"Early Universe","Universe"
"Early Universe : Planet","Planets"
"Early Universe : Planet : Type : Terrestrial","Terrestrial Planet"
"Early Universe : Planet : Type : Gas Giant","Gas giants"
"Early Universe : Planet : Feature : Surface","Surface features of astronomical bodies"
"Early Universe : Planet : Feature : Surface : Mountain","Extraterrestrial mountains"
"Early Universe : Planet : Feature : Surface : Canyon","Extraterrestrial valleys and canyons"
"Early Universe : Planet : Feature : Surface : Volcanic","Extraterrestrial volcanoes"
"Early Universe : Planet : Feature : Surface : Impact","Impact craters"
"Early Universe : Planet : Feature : Surface : Erosion","Erosion"
"Early Universe : Planet : Feature : Surface : Liquid","Liquid"
"Early Universe : Planet : Feature : Surface : Ice","Ice"
"Early Universe : Planet : Feature : Atmosphere","Planetary atmospheres"
"Early Universe : Planet : Feature : Atmosphere : Cloud","Clouds"
"Early Universe : Planet : Feature : Atmosphere : Storm","Storms"
"Early Universe : Planet : Feature : Atmosphere : Aurora","Polar aurora"
"Early Universe : Planet : Special Cases : Transiting","Astronomical transits"
"Early Universe : Planet : Special Cases : Hot Jupiter","Hot Jupiters"
"Early Universe : Planet : Special Cases : Pulsar planet","Pulsar planets"
"Early Universe : Planet : Satellite","Natural satellites"
"Early Universe : Planet : Satellite : Feature : Surface","Surface features of astronomical bodies"
"Early Universe : Planet : Satellite : Feature : Surface : Mountain","Extraterrestrial mountains"
"Early Universe : Planet : Satellite : Feature : Surface : Canyon","Extraterrestrial valleys and canyons"
"Early Universe : Planet : Satellite : Feature : Surface : Volcanic","Extraterrestrial volcanoes"
"Early Universe : Planet : Satellite : Feature : Surface : Impact","Impact craters on moons"
"Early Universe : Planet : Satellite : Feature : Surface : Erosion","Erosion"
"Early Universe : Planet : Satellite : Feature : Surface : Liquid","Liquid"
"Early Universe : Planet : Satellite : Feature : Surface : Ice","Ice"
"Early Universe : Planet : Satellite : Feature : Atmosphere","Planetary atmospheres"
"Early Universe : Planet : Ring","Planetary rings"
"Early Universe : Interplanetary Body","Astronomical objects"
"Early Universe : Interplanetary Body : Dwarf planet","Planets"
"Early Universe : Interplanetary Body : Comet","Comets"
"Early Universe : Interplanetary Body : Comet : Nucleus","Cometary nuclei"
"Early Universe : Interplanetary Body : Comet : Coma","Coma (cometary)"
"Early Universe : Interplanetary Body : Comet : Tail","Comet tail"
"Early Universe : Interplanetary Body : Comet : Tail : Dust","Comet tail"
"Early Universe : Interplanetary Body : Comet : Tail : Gas","Comet tail"
"Early Universe : Interplanetary Body : Asteroid","Asteroids"
"Early Universe : Interplanetary Body : Meteoroid","Meteoroids"
"Early Universe : Star","Stars"
"Early Universe : Star : Evolutionary Stage : Protostar","Protostars"
"Early Universe : Star : Evolutionary Stage : Young Stellar Object","Young stellar objects"
"Early Universe : Star : Evolutionary Stage : Main Sequence","Main sequence stars"
"Early Universe : Star : Evolutionary Stage : Red Giant","Red giants"
"Early Universe : Star : Evolutionary Stage : Red Supergiant","Red supergiants"
"Early Universe : Star : Evolutionary Stage : Blue Supergiant","Blue supergiants"
"Early Universe : Star : Evolutionary Stage : White Dwarf","White dwarfs"
"Early Universe : Star : Evolutionary Stage : Supernova","Supernovae"
"Early Universe : Star : Evolutionary Stage : Neutron Star","Neutron stars"
"Early Universe : Star : Evolutionary Stage : Neutron Star : Pulsar","Pulsars"
"Early Universe : Star : Evolutionary Stage : Neutron Star : Magnetar","Magnetars"
"Early Universe : Star : Evolutionary Stage : Black Hole","Black holes"
"Early Universe : Star : Type : Variable","Variable stars"
"Early Universe : Star : Type : Variable : Pulsating","Pulsating variable stars"
"Early Universe : Star : Type : Variable : Irregular","Variable stars"
"Early Universe : Star : Type : Variable : Eclipsing","Eclipsing binary stars"
"Early Universe : Star : Type : Variable : Flare Star","Flare stars"
"Early Universe : Star : Type : Variable : Nova","Novae"
"Early Universe : Star : Type : Variable : X-Ray Binary (Star)","Variable stars"
"Early Universe : Star : Type : Carbon","C stars"
"Early Universe : Star : Type : Brown Dwarf","Brown dwarfs"
"Early Universe : Star : Type : Wolf-Rayet","Wolf-Rayet stars"
"Early Universe : Star : Type : Blue Straggler","Blue stragglers"
"Early Universe : Star : Type : Exotic","Exotic stars"
"Early Universe : Star : Type : Exotic : X-Ray Binary","Exotic stars"
"Early Universe : Star : Spectral Type : O","O stars"
"Early Universe : Star : Spectral Type : B","B stars"
"Early Universe : Star : Spectral Type : A","A stars"
"Early Universe : Star : Spectral Type : F","F stars"
"Early Universe : Star : Spectral Type : G","G stars"
"Early Universe : Star : Spectral Type : K","K stars"
"Early Universe : Star : Spectral Type : M","M stars"
"Early Universe : Star : Spectral Type : L","L stars"
