"ESO category","Commons Category"
"Early Universe : Star : Spectral Type : T","T stars"
"Early Universe : Star : Population : I","Stellar populations"
"Early Universe : Star : Population : II","Stellar populations"
"Early Universe : Star : Population : III","Stellar populations"
"Early Universe : Star : Feature : Photosphere","Photosphere"
"Early Universe : Star : Feature : Photosphere : Granulation","Granules (solar physics)"
"Early Universe : Star : Feature : Photosphere : Sunspot","Sunspots"
"Early Universe : Star : Feature : Chromosphere","Chromosphere"
"Early Universe : Star : Feature : Chromosphere : Flare","Solar flares"
"Early Universe : Star : Feature : Chromosphere : Facula","Solar faculae"
"Early Universe : Star : Feature : Corona","Solar corona"
"Early Universe : Star : Feature : Corona : Prominence","Prominence"
"Early Universe : Star : Grouping : Binary","Binary stars"
"Early Universe : Star : Grouping : Triple","Triple star systems"
"Early Universe : Star : Grouping : Multiple","Multiple star systems"
"Early Universe : Star : Grouping : Cluster","Star clusters"
"Early Universe : Star : Grouping : Cluster : Open","Open clusters"
"Early Universe : Star : Grouping : Cluster : Globular","Globular clusters"
"Early Universe : Star : Circumstellar Material","Circumstellar envelope"
"Early Universe : Star : Circumstellar Material : Planetary System","Planetary systems"
"Early Universe : Star : Circumstellar Material : Disk","Circumstellar discs"
"Early Universe : Star : Circumstellar Material : Disk : Protoplanetary","Protoplanetary disks"
"Early Universe : Star : Circumstellar Material : Disk : Accretion","Accretion disks"
"Early Universe : Star : Circumstellar Material : Disk : Debris","Debris disks"
"Early Universe : Star : Circumstellar Material : Outflow","Stellar outflow"
"Early Universe : Star : Circumstellar Material : Outflow : Solar Wind","Stellar wind"
"Early Universe : Star : Circumstellar Material : Outflow : Coronal Mass Ejection","Coronal mass ejection"
"Early Universe : Nebula","Nebulae"
"Early Universe : Nebula : Type : Interstellar Medium","Interstellar medium"
"Early Universe : Nebula : Type : Star Formation","Star formation"
"Early Universe : Nebula : Type : Planetary","Planetary nebulae"
"Early Universe : Nebula : Type : Supernova Remnant","Supernova remnants"
"Early Universe : Nebula : Type : Jet","Astrophysical jets"
"Early Universe : Nebula : Appearance : Emission","Emission nebulae"
"Early Universe : Nebula : Appearance : Emission : H II Region","H II regions"
"Early Universe : Nebula : Appearance : Reflection","Reflection nebulae"
"Early Universe : Nebula : Appearance : Reflection : Light Echo","Light echo"
"Early Universe : Nebula : Appearance : Dark","Dark nebulae"
"Early Universe : Nebula : Appearance : Dark : Molecular Cloud","Molecular clouds"
"Early Universe : Nebula : Appearance : Dark : Bok Globule","Bok globules"
"Early Universe : Nebula : Appearance : Dark : Proplyd","Proplyds"
"Early Universe : Galaxy","Galaxies"
"Early Universe : Galaxy : Type : Spiral","Spiral galaxies"
"Early Universe : Galaxy : Type : Barred","Barred spiral galaxies"
"Early Universe : Galaxy : Type : Lenticular","Lenticular galaxies"
"Early Universe : Galaxy : Type : Elliptical","Elliptical galaxies"
"Early Universe : Galaxy : Type : Ring","Ring galaxies"
"Early Universe : Galaxy : Type : Irregular","Irregular galaxies"
"Early Universe : Galaxy : Type : Interacting","Interacting galaxies"
"Early Universe : Galaxy : Type : Gravitationally Lensed","Gravitational lensing"
"Early Universe : Galaxy : Size : Giant","Galaxies"
"Early Universe : Galaxy : Size : Dwarf","Dwarf galaxies"
"Early Universe : Galaxy : Activity : Normal","Galaxies"
"Early Universe : Galaxy : Activity : AGN","Active galactic nuclei"
"Early Universe : Galaxy : Activity : AGN : Quasar","Quasars"
"Early Universe : Galaxy : Activity : AGN : Seyfert","Seyfert galaxies"
"Early Universe : Galaxy : Activity : AGN : Blazar","Blazars"
"Early Universe : Galaxy : Activity : AGN : Liner","LINERs"
"Early Universe : Galaxy : Activity : Starburst","Starburst galaxies"
"Early Universe : Galaxy : Activity : Ultraluminous","Ultraluminous X-ray source"
"Early Universe : Galaxy : Component : Bulge","Bulges"
"Early Universe : Galaxy : Component : Bar","Barred spiral galaxies"
"Early Universe : Galaxy : Component : Disk","Spiral galaxies"
"Early Universe : Galaxy : Component : Halo","Galactic halos"
"Early Universe : Galaxy : Component : Ring","Ring galaxies"
"Early Universe : Galaxy : Component : Central Black Hole","Black holes"
"Early Universe : Galaxy : Component : Spiral Arm","Spiral galaxies"
"Early Universe : Galaxy : Component : Dust Lane","Dust lanes"
"Early Universe : Galaxy : Component : Center/Core","Active galactic nuclei"
"Early Universe : Galaxy : Grouping : Pair","Galaxy groups"
"Early Universe : Galaxy : Grouping : Multiple","Galaxy groups"
"Early Universe : Galaxy : Grouping : Cluster","Galaxy clusters"
"Early Universe : Galaxy : Grouping : Supercluster","Superclusters of galaxies"
"Early Universe : Cosmology","Cosmology"
"Early Universe : Cosmology : Morphology : Deep Field","Deep fields"
"Early Universe : Cosmology : Morphology : Large-Scale Structure","Large-scale structure of the cosmos"
"Early Universe : Cosmology : Morphology : Cosmic Background","Cosmic microwave background"
"Early Universe : Cosmology : Phenomenon : Lensing","Gravitational lensing"
"Early Universe : Cosmology : Phenomenon : Gamma Ray Burst","Gamma ray bursts"
"Early Universe : Cosmology : Phenomenon : Dark Matter","Dark matter"
"Early Universe : Sky Phenomenon","Sky"
"Early Universe : Sky Phenomenon : Night Sky","Night sky"
"Early Universe : Sky Phenomenon : Night Sky : Constellation","Constellations"
"Early Universe : Sky Phenomenon : Night Sky : Asterism","Asterisms (astronomy)"
"Early Universe : Sky Phenomenon : Night Sky : Milky Way","Milky Way Galaxy"
"Early Universe : Sky Phenomenon : Night Sky : Trail","Light trails"
"Early Universe : Sky Phenomenon : Night Sky : Trail : Meteor","Meteor trails"
"Early Universe : Sky Phenomenon : Night Sky : Trail : Star","Star trails"
"Early Universe : Sky Phenomenon : Night Sky : Trail : Satellite","Satellite trails"
"Early Universe : Sky Phenomenon : Night Sky : Zodiacal Light","Zodiacal light"
"Early Universe : Sky Phenomenon : Night Sky : Zodiacal Light : Gegenschein","Gegenschein"
"Early Universe : Sky Phenomenon : Night Sky : Night glow","Skyglow"
"Early Universe : Sky Phenomenon : Eclipse","Eclipse"
"Early Universe : Sky Phenomenon : Eclipse : Solar","Solar eclipses"
"Early Universe : Sky Phenomenon : Eclipse : Solar : Total","Solar eclipses"
"Early Universe : Sky Phenomenon : Eclipse : Solar : Partial","Solar eclipses"
"Early Universe : Sky Phenomenon : Eclipse : Solar : Annular","Solar eclipses"
"Early Universe : Sky Phenomenon : Eclipse : Lunar","Lunar eclipses"
"Early Universe : Sky Phenomenon : Eclipse : Lunar : Total","Lunar eclipses"
"Early Universe : Sky Phenomenon : Eclipse : Lunar : Partial","Lunar eclipses"
"Early Universe : Sky Phenomenon : Eclipse : Lunar : Penumbral","Lunar eclipses"
"Early Universe : Sky Phenomenon : Eclipse : Occultation","Occultation"
"Early Universe : Sky Phenomenon : Eclipse : Transit","Astronomical transits"
"Early Universe : Sky Phenomenon : Light Phenomenon","Atmospheric optical phenomena"
"Early Universe : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset","Sunsets and sunrises"
"Early Universe : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset : Green flash","Green flash phenomena"
"Early Universe : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset : Refractive Distortion","Atmospheric seeing"
"Early Universe : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset : Sun Pillar","Sun pillars"
"Early Universe : Sky Phenomenon : Light Phenomenon : Cloud","Clouds"
"Early Universe : Sky Phenomenon : Light Phenomenon : Cloud : Iridescent","Iridescent clouds"
"Early Universe : Sky Phenomenon : Light Phenomenon : Cloud : Noctilucent","Noctilucent clouds"
"Early Universe : Sky Phenomenon : Light Phenomenon : Cloud : Nacreous","Polar stratospheric clouds"
"Early Universe : Sky Phenomenon : Light Phenomenon : Cloud : Corona","Corona"
"Early Universe : Sky Phenomenon : Light Phenomenon : Cloud : Glory","Glories"
"Early Universe : Sky Phenomenon : Light Phenomenon : Rainbow","Rainbows"
"Early Universe : Sky Phenomenon : Light Phenomenon : Rainbow : Moonbow","Moonbows"
"Early Universe : Sky Phenomenon : Light Phenomenon : Rainbow : Fogbow","Fogbow"
"Early Universe : Sky Phenomenon : Light Phenomenon : Halo","Halo phenomena"
"Early Universe : Sky Phenomenon : Light Phenomenon : Halo : Circle","Halo phenomena"
"Early Universe : Sky Phenomenon : Light Phenomenon : Halo : Parhelia","Parhelia"
"Early Universe : Sky Phenomenon : Light Phenomenon : Halo : Arc","Halo phenomena"
"Early Universe : Sky Phenomenon : Light Phenomenon : Ray-Shadow","Shadows (atmospheric optics)"
"Early Universe : Sky Phenomenon : Light Phenomenon : Ray-Shadow : Crepuscular ray","Crepuscular rays"
"Early Universe : Sky Phenomenon : Light Phenomenon : Ray-Shadow : Anti-crepuscular ray","Anticrepuscular rays"
"Early Universe : Sky Phenomenon : Light Phenomenon : Ray-Shadow : Earth shadow","Earth's shadow"
"Early Universe : Sky Phenomenon : Light Phenomenon : Lightning","Lightning"
"Early Universe : Sky Phenomenon : Light Phenomenon : Aurora","Polar aurora"
"Early Universe : Technology","Scientific equipment"
"Early Universe : Technology : Observatory","Observatories"
"Early Universe : Technology : Observatory : Facility","Astronomical observatories"
"Early Universe : Technology : Observatory : Telescope","Telescopes"
"Early Universe : Technology : Observatory : Instrument","Astronomical instruments"
"Early Universe : Technology : Observatory : Detector","Astronomical instruments"
"Early Universe : Technology : Spacecraft","Spacecraft"
"Early Universe : Technology : Spacecraft : Orbiter","Orbiters (spacecraft)"
"Early Universe : Technology : Spacecraft : Probe","Space probes"
"Early Universe : Technology : Spacecraft : Lander","Landers (spacecraft)"
"Early Universe : Technology : Spacecraft : Manned","Manned spacecraft"
"Early Universe : Technology : Spacecraft : Launch Vehicle","Space launch vehicles"
"Early Universe : People","People"
"Early Universe : People : Scientist","Scientists"
"Early Universe : People : Astronaut","Astronauts"
"Early Universe : People : Other/General","People"
"Unspecified : Planet","Planets"
"Unspecified : Planet : Type : Terrestrial","Terrestrial Planet"
"Unspecified : Planet : Type : Gas Giant","Gas giants"
"Unspecified : Planet : Feature : Surface","Surface features of astronomical bodies"
"Unspecified : Planet : Feature : Surface : Mountain","Extraterrestrial mountains"
"Unspecified : Planet : Feature : Surface : Canyon","Extraterrestrial valleys and canyons"
"Unspecified : Planet : Feature : Surface : Volcanic","Extraterrestrial volcanoes"
"Unspecified : Planet : Feature : Surface : Impact","Impact craters"
"Unspecified : Planet : Feature : Surface : Erosion","Erosion"
"Unspecified : Planet : Feature : Surface : Liquid","Liquid"
"Unspecified : Planet : Feature : Surface : Ice","Ice"
"Unspecified : Planet : Feature : Atmosphere","Planetary atmospheres"
"Unspecified : Planet : Feature : Atmosphere : Cloud","Clouds"
"Unspecified : Planet : Feature : Atmosphere : Storm","Storms"
"Unspecified : Planet : Feature : Atmosphere : Aurora","Polar aurora"
"Unspecified : Planet : Special Cases : Transiting","Astronomical transits"
"Unspecified : Planet : Special Cases : Hot Jupiter","Hot Jupiters"
"Unspecified : Planet : Special Cases : Pulsar planet","Pulsar planets"
"Unspecified : Planet : Satellite","Natural satellites"
"Unspecified : Planet : Satellite : Feature : Surface","Surface features of astronomical bodies"
"Unspecified : Planet : Satellite : Feature : Surface : Mountain","Extraterrestrial mountains"
"Unspecified : Planet : Satellite : Feature : Surface : Canyon","Extraterrestrial valleys and canyons"
"Unspecified : Planet : Satellite : Feature : Surface : Volcanic","Extraterrestrial volcanoes"
"Unspecified : Planet : Satellite : Feature : Surface : Impact","Impact craters on moons"
"Unspecified : Planet : Satellite : Feature : Surface : Erosion","Erosion"
"Unspecified : Planet : Satellite : Feature : Surface : Liquid","Liquid"
"Unspecified : Planet : Satellite : Feature : Surface : Ice","Ice"
"Unspecified : Planet : Satellite : Feature : Atmosphere","Planetary atmospheres"
"Unspecified : Planet : Ring","Planetary rings"
"Unspecified : Interplanetary Body","Astronomical objects"
"Unspecified : Interplanetary Body : Dwarf planet","Planets"
"Unspecified : Interplanetary Body : Comet","Comets"
"Unspecified : Interplanetary Body : Comet : Nucleus","Cometary nuclei"
"Unspecified : Interplanetary Body : Comet : Coma","Coma (cometary)"
"Unspecified : Interplanetary Body : Comet : Tail","Comet tail"
"Unspecified : Interplanetary Body : Comet : Tail : Dust","Comet tail"
"Unspecified : Interplanetary Body : Comet : Tail : Gas","Comet tail"
"Unspecified : Interplanetary Body : Asteroid","Asteroids"
"Unspecified : Interplanetary Body : Meteoroid","Meteoroids"
"Unspecified : Star","Stars"
"Unspecified : Star : Evolutionary Stage : Protostar","Protostars"
"Unspecified : Star : Evolutionary Stage : Young Stellar Object","Young stellar objects"
"Unspecified : Star : Evolutionary Stage : Main Sequence","Main sequence stars"
"Unspecified : Star : Evolutionary Stage : Red Giant","Red giants"
"Unspecified : Star : Evolutionary Stage : Red Supergiant","Red supergiants"
"Unspecified : Star : Evolutionary Stage : Blue Supergiant","Blue supergiants"
"Unspecified : Star : Evolutionary Stage : White Dwarf","White dwarfs"
"Unspecified : Star : Evolutionary Stage : Supernova","Supernovae"
"Unspecified : Star : Evolutionary Stage : Neutron Star","Neutron stars"
"Unspecified : Star : Evolutionary Stage : Neutron Star : Pulsar","Pulsars"
"Unspecified : Star : Evolutionary Stage : Neutron Star : Magnetar","Magnetars"
"Unspecified : Star : Evolutionary Stage : Black Hole","Black holes"
"Unspecified : Star : Type : Variable","Variable stars"
"Unspecified : Star : Type : Variable : Pulsating","Pulsating variable stars"
"Unspecified : Star : Type : Variable : Irregular","Variable stars"
"Unspecified : Star : Type : Variable : Eclipsing","Eclipsing binary stars"
"Unspecified : Star : Type : Variable : Flare Star","Flare stars"
"Unspecified : Star : Type : Variable : Nova","Novae"
"Unspecified : Star : Type : Variable : X-Ray Binary (Star)","Variable stars"
"Unspecified : Star : Type : Carbon","C stars"
"Unspecified : Star : Type : Brown Dwarf","Brown dwarfs"
"Unspecified : Star : Type : Wolf-Rayet","Wolf-Rayet stars"
"Unspecified : Star : Type : Blue Straggler","Blue stragglers"
"Unspecified : Star : Type : Exotic","Exotic stars"
"Unspecified : Star : Type : Exotic : X-Ray Binary","Exotic stars"
"Unspecified : Star : Spectral Type : O","O stars"
"Unspecified : Star : Spectral Type : B","B stars"
"Unspecified : Star : Spectral Type : A","A stars"
"Unspecified : Star : Spectral Type : F","F stars"
"Unspecified : Star : Spectral Type : G","G stars"
"Unspecified : Star : Spectral Type : K","K stars"
"Unspecified : Star : Spectral Type : M","M stars"
"Unspecified : Star : Spectral Type : L","L stars"
"Unspecified : Star : Spectral Type : T","T stars"
"Unspecified : Star : Population : I","Stellar populations"
"Unspecified : Star : Population : II","Stellar populations"
"Unspecified : Star : Population : III","Stellar populations"
"Unspecified : Star : Feature : Photosphere","Photosphere"
"Unspecified : Star : Feature : Photosphere : Granulation","Granules (solar physics)"
"Unspecified : Star : Feature : Photosphere : Sunspot","Sunspots"
"Unspecified : Star : Feature : Chromosphere","Chromosphere"
"Unspecified : Star : Feature : Chromosphere : Flare","Solar flares"
"Unspecified : Star : Feature : Chromosphere : Facula","Solar faculae"
"Unspecified : Star : Feature : Corona","Solar corona"
"Unspecified : Star : Feature : Corona : Prominence","Prominence"
"Unspecified : Star : Grouping : Binary","Binary stars"
"Unspecified : Star : Grouping : Triple","Triple star systems"
"Unspecified : Star : Grouping : Multiple","Multiple star systems"
"Unspecified : Star : Grouping : Cluster","Star clusters"
"Unspecified : Star : Grouping : Cluster : Open","Open clusters"
"Unspecified : Star : Grouping : Cluster : Globular","Globular clusters"
"Unspecified : Star : Circumstellar Material","Circumstellar envelope"
"Unspecified : Star : Circumstellar Material : Planetary System","Planetary systems"
"Unspecified : Star : Circumstellar Material : Disk","Circumstellar discs"
"Unspecified : Star : Circumstellar Material : Disk : Protoplanetary","Protoplanetary disks"
"Unspecified : Star : Circumstellar Material : Disk : Accretion","Accretion disks"
"Unspecified : Star : Circumstellar Material : Disk : Debris","Debris disks"
"Unspecified : Star : Circumstellar Material : Outflow","Stellar outflow"
"Unspecified : Star : Circumstellar Material : Outflow : Solar Wind","Stellar wind"
"Unspecified : Star : Circumstellar Material : Outflow : Coronal Mass Ejection","Coronal mass ejection"
"Unspecified : Nebula","Nebulae"
"Unspecified : Nebula : Type : Interstellar Medium","Interstellar medium"
"Unspecified : Nebula : Type : Star Formation","Star formation"
"Unspecified : Nebula : Type : Planetary","Planetary nebulae"
"Unspecified : Nebula : Type : Supernova Remnant","Supernova remnants"
"Unspecified : Nebula : Type : Jet","Astrophysical jets"
"Unspecified : Nebula : Appearance : Emission","Emission nebulae"
"Unspecified : Nebula : Appearance : Emission : H II Region","H II regions"
"Unspecified : Nebula : Appearance : Reflection","Reflection nebulae"
"Unspecified : Nebula : Appearance : Reflection : Light Echo","Light echo"
"Unspecified : Nebula : Appearance : Dark","Dark nebulae"
"Unspecified : Nebula : Appearance : Dark : Molecular Cloud","Molecular clouds"
"Unspecified : Nebula : Appearance : Dark : Bok Globule","Bok globules"
"Unspecified : Nebula : Appearance : Dark : Proplyd","Proplyds"
"Unspecified : Galaxy","Galaxies"
"Unspecified : Galaxy : Type : Spiral","Spiral galaxies"
"Unspecified : Galaxy : Type : Barred","Barred spiral galaxies"
"Unspecified : Galaxy : Type : Lenticular","Lenticular galaxies"
"Unspecified : Galaxy : Type : Elliptical","Elliptical galaxies"
"Unspecified : Galaxy : Type : Ring","Ring galaxies"
"Unspecified : Galaxy : Type : Irregular","Irregular galaxies"
"Unspecified : Galaxy : Type : Interacting","Interacting galaxies"
"Unspecified : Galaxy : Type : Gravitationally Lensed","Gravitational lensing"
"Unspecified : Galaxy : Size : Giant","Galaxies"
"Unspecified : Galaxy : Size : Dwarf","Dwarf galaxies"
"Unspecified : Galaxy : Activity : Normal","Galaxies"
"Unspecified : Galaxy : Activity : AGN","Active galactic nuclei"
"Unspecified : Galaxy : Activity : AGN : Quasar","Quasars"
"Unspecified : Galaxy : Activity : AGN : Seyfert","Seyfert galaxies"
"Unspecified : Galaxy : Activity : AGN : Blazar","Blazars"
"Unspecified : Galaxy : Activity : AGN : Liner","LINERs"
"Unspecified : Galaxy : Activity : Starburst","Starburst galaxies"
"Unspecified : Galaxy : Activity : Ultraluminous","Ultraluminous X-ray source"
"Unspecified : Galaxy : Component : Bulge","Bulges"
"Unspecified : Galaxy : Component : Bar","Barred spiral galaxies"
"Unspecified : Galaxy : Component : Disk","Spiral galaxies"
"Unspecified : Galaxy : Component : Halo","Galactic halos"
"Unspecified : Galaxy : Component : Ring","Ring galaxies"
"Unspecified : Galaxy : Component : Central Black Hole","Black holes"
"Unspecified : Galaxy : Component : Spiral Arm","Spiral galaxies"
"Unspecified : Galaxy : Component : Dust Lane","Dust lanes"
"Unspecified : Galaxy : Component : Center/Core","Active galactic nuclei"
"Unspecified : Galaxy : Grouping : Pair","Galaxy groups"
"Unspecified : Galaxy : Grouping : Multiple","Galaxy groups"
"Unspecified : Galaxy : Grouping : Cluster","Galaxy clusters"
"Unspecified : Galaxy : Grouping : Supercluster","Superclusters of galaxies"
"Unspecified : Cosmology","Cosmology"
"Unspecified : Cosmology : Morphology : Deep Field","Deep fields"
"Unspecified : Cosmology : Morphology : Large-Scale Structure","Large-scale structure of the cosmos"
"Unspecified : Cosmology : Morphology : Cosmic Background","Cosmic microwave background"
"Unspecified : Cosmology : Phenomenon : Lensing","Gravitational lensing"
"Unspecified : Cosmology : Phenomenon : Gamma Ray Burst","Gamma ray bursts"
"Unspecified : Cosmology : Phenomenon : Dark Matter","Dark matter"
"Unspecified : Sky Phenomenon","Sky"
"Unspecified : Sky Phenomenon : Night Sky","Night sky"
"Unspecified : Sky Phenomenon : Night Sky : Constellation","Constellations"
"Unspecified : Sky Phenomenon : Night Sky : Asterism","Asterisms (astronomy)"
"Unspecified : Sky Phenomenon : Night Sky : Milky Way","Milky Way Galaxy"
"Unspecified : Sky Phenomenon : Night Sky : Trail","Light trails"
"Unspecified : Sky Phenomenon : Night Sky : Trail : Meteor","Meteor trails"
"Unspecified : Sky Phenomenon : Night Sky : Trail : Star","Star trails"
"Unspecified : Sky Phenomenon : Night Sky : Trail : Satellite","Satellite trails"
"Unspecified : Sky Phenomenon : Night Sky : Zodiacal Light","Zodiacal light"
"Unspecified : Sky Phenomenon : Night Sky : Zodiacal Light : Gegenschein","Gegenschein"
"Unspecified : Sky Phenomenon : Night Sky : Night glow","Skyglow"
"Unspecified : Sky Phenomenon : Eclipse","Eclipse"
"Unspecified : Sky Phenomenon : Eclipse : Solar","Solar eclipses"
"Unspecified : Sky Phenomenon : Eclipse : Solar : Total","Solar eclipses"
"Unspecified : Sky Phenomenon : Eclipse : Solar : Partial","Solar eclipses"
"Unspecified : Sky Phenomenon : Eclipse : Solar : Annular","Solar eclipses"
"Unspecified : Sky Phenomenon : Eclipse : Lunar","Lunar eclipses"
"Unspecified : Sky Phenomenon : Eclipse : Lunar : Total","Lunar eclipses"
"Unspecified : Sky Phenomenon : Eclipse : Lunar : Partial","Lunar eclipses"
"Unspecified : Sky Phenomenon : Eclipse : Lunar : Penumbral","Lunar eclipses"
"Unspecified : Sky Phenomenon : Eclipse : Occultation","Occultation"
"Unspecified : Sky Phenomenon : Eclipse : Transit","Astronomical transits"
"Unspecified : Sky Phenomenon : Light Phenomenon","Atmospheric optical phenomena"
"Unspecified : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset","Sunsets and sunrises"
"Unspecified : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset : Green flash","Green flash phenomena"
"Unspecified : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset : Refractive Distortion","Atmospheric seeing"
"Unspecified : Sky Phenomenon : Light Phenomenon : Sunrise-Sunset : Sun Pillar","Sun pillars"
"Unspecified : Sky Phenomenon : Light Phenomenon : Cloud","Clouds"
"Unspecified : Sky Phenomenon : Light Phenomenon : Cloud : Iridescent","Iridescent clouds"
"Unspecified : Sky Phenomenon : Light Phenomenon : Cloud : Noctilucent","Noctilucent clouds"
"Unspecified : Sky Phenomenon : Light Phenomenon : Cloud : Nacreous","Polar stratospheric clouds"
"Unspecified : Sky Phenomenon : Light Phenomenon : Cloud : Corona","Corona"
"Unspecified : Sky Phenomenon : Light Phenomenon : Cloud : Glory","Glories"
"Unspecified : Sky Phenomenon : Light Phenomenon : Rainbow","Rainbows"
"Unspecified : Sky Phenomenon : Light Phenomenon : Rainbow : Moonbow","Moonbows"
"Unspecified : Sky Phenomenon : Light Phenomenon : Rainbow : Fogbow","Fogbow"
"Unspecified : Sky Phenomenon : Light Phenomenon : Halo","Halo phenomena"
"Unspecified : Sky Phenomenon : Light Phenomenon : Halo : Circle","Halo phenomena"
"Unspecified : Sky Phenomenon : Light Phenomenon : Halo : Parhelia","Parhelia"
"Unspecified : Sky Phenomenon : Light Phenomenon : Halo : Arc","Halo phenomena"
"Unspecified : Sky Phenomenon : Light Phenomenon : Ray-Shadow","Shadows (atmospheric optics)"
"Unspecified : Sky Phenomenon : Light Phenomenon : Ray-Shadow : Crepuscular ray","Crepuscular rays"
"Unspecified : Sky Phenomenon : Light Phenomenon : Ray-Shadow : Anti-crepuscular ray","Anticrepuscular rays"
"Unspecified : Sky Phenomenon : Light Phenomenon : Ray-Shadow : Earth shadow","Earth's shadow"
"Unspecified : Sky Phenomenon : Light Phenomenon : Lightning","Lightning"
"Unspecified : Sky Phenomenon : Light Phenomenon : Aurora","Polar aurora"
"Unspecified : Technology","Scientific equipment"
"Unspecified : Technology : Observatory","Observatories"
"Unspecified : Technology : Observatory : Facility","Astronomical observatories"
"Unspecified : Technology : Observatory : Telescope","Telescopes"
"Unspecified : Technology : Observatory : Instrument","Astronomical instruments"
"Unspecified : Technology : Observatory : Detector","Astronomical instruments"
"Unspecified : Technology : Spacecraft","Spacecraft"
"Unspecified : Technology : Spacecraft : Orbiter","Orbiters (spacecraft)"
"Unspecified : Technology : Spacecraft : Probe","Space probes"
"Unspecified : Technology : Spacecraft : Lander","Landers (spacecraft)"
"Unspecified : Technology : Spacecraft : Manned","Manned spacecraft"
"Unspecified : Technology : Spacecraft : Launch Vehicle","Space launch vehicles"
"Unspecified : People : Scientist","Scientists"
"Unspecified : People : Astronaut","Astronauts"
